date,AUD,GBP,BYR,DKK,USD,EUR,ISK,KZT,CAD,NOK,XDR,SGD,TRL,UAH,SEK,CHF,JPY,TRY,CNY,AZN,AMD,BGN,BRL,HUF,INR,KGS,LVL,LTL,MDL,PLN,RON,TJS,TMT,UZS,CZK,EEK,ZAR,KRW,BYN,HKD,VND,GEL,AED,EGP,IDR,QAR,NZD,THB,RSD
2018-12,48.6426,85.0498,,10.1469,66.5335,75.7484,,0.178169,50.0139,7.77124,92.0365,48.5611,,2.35508,7.31958,66.7739,0.586534,12.8801,9.58158,39.2181,0.136971,38.7093,17.2689,0.233919,0.953646,0.95252,,,3.88177,17.6524,16.2483,7.063,19.0368,0.00801695,2.91635,,4.84959,0.0593106,31.2217,8.5066,,,,,,,,,
2019-01,48.9351,88.2832,,10.6459,69.4706,79.4605,,0.18057,50.9614,7.97394,96.619,50.8383,,2.50706,7.74883,70.5787,0.629976,13.176,10.0997,40.9494,0.143238,40.6451,17.8988,0.247288,0.993395,0.994568,,,4.09084,18.4826,17.0501,7.36573,19.8771,0.00833278,3.08834,,4.81438,0.0621911,32.0732,8.87191,,,,,,,,,
2019-02,47.5608,85.9192,,10.0727,65.3577,75.2006,,0.171867,49.7963,7.77781,91.3171,48.5859,,2.35499,7.25206,65.8582,0.601405,12.5391,9.74819,38.525,0.133985,38.4389,17.7361,0.238384,0.918803,0.936357,,,3.82768,17.5646,15.8701,6.93083,18.7003,0.00779704,2.91997,,4.90353,0.0587379,30.406,8.3307,,,,,,,,,
2019-03,47.0649,87.5606,,10.0553,65.8895,74.9691,,0.175738,50.0262,7.70466,92.0944,48.8613,,2.45673,7.1125,66.101,0.594939,12.3829,9.8544,38.8385,0.134441,38.3547,17.6709,0.237158,0.925668,0.945466,,,3.83636,17.3718,15.8251,6.98352,18.8525,0.00784852,2.92647,,4.72184,0.0586482,30.8212,8.39389,,,,,,,,,
2019-04,45.8969,84.2522,,9.73425,64.7347,72.723,,0.170498,48.2052,7.49478,89.8576,47.7782,,2.38008,6.97257,64.9816,0.584301,11.4546,9.63214,38.1578,0.132994,37.1505,16.5931,0.226559,0.935168,0.927431,,,3.72896,16.9148,15.2633,6.85931,18.5221,0.00771802,2.81406,,4.43519,0.0569818,30.4305,8.24667,,,,,,,,,
2019-05,45.5781,83.8592,,9.69553,64.6314,72.3096,,0.169558,48.0388,7.47573,89.3458,47.4742,,2.44839,6.80904,63.4948,0.580591,10.8518,9.59293,38.0969,0.134229,37.0084,16.3806,0.22408,0.926416,0.92562,,,3.62812,16.8764,15.2128,6.85381,18.4925,0.00765281,2.82073,,4.51085,0.055431,30.6906,8.23855,,,,,,,,,
2019-06,45.2649,82.5531,,9.76294,65.3834,72.8436,,0.170928,48.3248,7.45152,90.0382,47.4859,,2.4333,6.84528,65.0193,0.600757,11.1462,9.47215,38.5402,0.136145,37.2767,16.4206,0.224438,0.935954,0.934155,,,3.57971,16.9995,15.3443,6.92988,18.7077,0.00770721,2.82172,,4.43034,0.0549187,31.1884,8.33557,,,,,,,,,
2019-07,44.2286,79.9105,,9.62149,63.0756,71.8179,,0.165759,48.1787,7.40619,87.6827,46.6363,,2.41161,6.80677,64.7328,0.585878,10.9495,9.18238,37.1798,0.132145,36.7167,16.5141,0.221804,0.915067,0.906649,,,3.48966,16.8836,15.1741,6.68528,18.0474,0.00736878,2.82369,,4.45786,0.0546114,30.8831,8.07947,,,,,,,,,
2019-08,43.7135,77.1026,,9.46794,63.4172,70.7355,,0.164966,48.2444,7.23602,87.231,46.3102,,2.53276,6.62819,64.019,0.58414,11.4598,9.21052,37.3812,0.133173,36.1455,16.7297,0.216043,0.920791,0.908816,,,3.56276,16.4759,14.9386,6.72148,18.1451,0.00734135,2.75613,,4.47249,0.0536193,31.1648,8.10247,,,,,,,,,
2019-09,44.6678,80.9446,,9.8442,66.4897,73.3847,,0.171686,49.9622,7.30897,91.0783,47.8963,,2.64585,6.78778,67.3109,0.624874,11.3784,9.30446,39.1923,0.139596,37.5245,15.9478,0.221677,0.929601,0.954626,,,3.73958,16.7485,15.519,6.86522,19.0242,0.00707337,2.83599,,4.36723,0.0549983,31.6768,8.47672,,,,,,,,,
2019-10,43.6195,79.5533,,9.46825,64.6407,70.7169,,0.166503,48.826,7.12059,88.1861,46.7496,,2.67497,6.59121,65.0898,0.599191,11.4307,9.05484,38.1024,0.135657,36.1404,15.5375,0.211234,0.914199,0.924469,,,3.64892,16.1675,14.8787,6.67087,18.4952,0.00685116,2.73507,,4.25343,0.0539162,31.1266,8.24415,,,,,,,,,
2019-11,44.113,82.5565,,9.52844,63.7748,71.1918,,0.164083,48.4574,6.95321,87.7962,46.8794,,2.56843,6.62203,64.569,0.58711,11.1651,9.0651,37.3651,0.13391,36.3928,15.9925,0.216149,0.900107,0.911655,,,3.64219,16.7046,14.9597,6.57811,18.2474,0.00674152,2.79041,,4.23722,0.0548061,31.099,8.13734,,,,,,,,,
2019-12,43.4282,82.7167,,9.4428,64.0817,70.5475,,0.165875,48.2398,6.98126,87.9778,46.8879,,2.67341,6.70872,64.178,0.585034,11.1388,9.11948,37.7729,0.134062,36.0719,15.2962,0.210056,0.891944,0.915453,,,3.66391,16.3232,14.7382,6.61318,18.3353,0.00673835,2.75929,,4.36188,0.0542762,30.4022,8.18705,,,,,,,,,
2020-01,43.3835,81.3069,,9.28776,61.9057,69.3777,,0.161665,47.4446,7.03834,85.6051,45.9958,,2.61205,6.6293,63.8994,0.569746,10.4148,8.88696,36.4902,0.129239,35.472,15.4006,0.209637,0.868255,0.886979,,,3.59917,16.3017,14.5005,6.3898,17.7126,0.00651121,2.73019,,4.40839,0.0535535,29.3545,7.95029,,,,,,,,,
2020-02,42.3217,82.964,,9.31645,63.1385,69.5976,,0.166537,47.7562,6.8523,86.8729,46.33,,2.52296,6.53506,65.0577,0.579119,10.5572,9.10209,37.2169,0.131951,35.5971,14.8778,0.206537,0.88485,0.903564,,,3.62033,16.2002,14.5736,6.51248,18.0654,0.00660215,2.7575,,4.25261,0.0529512,29.5495,8.12667,,,,,,,,,
2020-03,43.8321,86.2307,,9.88387,66.9909,73.7235,,0.175541,49.8481,7.10086,91.7548,48.0497,,2.7257,6.92942,69.4278,0.615414,10.749,9.58341,39.4877,0.139914,37.7626,14.932,0.217348,0.930752,0.958695,,,3.79444,17.0551,15.3441,6.91912,19.1676,0.00705019,2.90797,,4.28714,0.0554638,29.9347,8.59508,,,,,,,,,
2020-04,47.1448,94.5771,,11.476,77.7325,85.7389,,0.174278,55.2941,7.37766,105.7869,54.2673,,2.75213,7.8,80.7191,0.714027,12.0661,10.9611,45.933,0.157194,43.7979,15.4738,0.24212,1.03457,0.972264,,,4.30055,18.9301,17.7184,7.62457,22.2411,0.0081543,3.15383,,4.44059,0.0637831,30.1979,10.0279,,,,,,,,,
2020-05,47.5848,90.6679,,10.6035,72.7263,79.1189,,0.171298,52.3814,7.0401,99.1936,51.5899,,2.69798,7.38593,74.829,0.68198,10.4119,10.313,42.8684,0.151668,40.4372,13.6291,0.223904,0.968328,0.909415,,,4.0743,17.3966,16.3305,7.09698,20.8087,0.0071871,2.91693,,4.01789,0.0602832,30.1832,9.38259,,,,,,,,,
2020-06,47.0642,87.0603,,10.5366,70.752,78.5489,,0.171643,51.385,7.24866,96.6161,50.0616,,2.62872,7.47109,73.4475,0.659539,10.3762,9.90079,41.7047,0.146212,40.1612,13.0903,0.225045,0.935638,0.95947,,,4.04876,17.6364,16.2175,6.90432,20.2438,0.0069782,2.90801,,4.0309,0.0571992,29.3516,9.12576,,,,,,,,,
2020-07,48.2946,86.5724,,10.6113,70.4413,78.9929,,0.174099,51.4997,7.23923,97.1928,50.4594,,2.64194,7.53053,74.0318,0.654264,10.2761,9.95806,41.4604,0.146204,40.4301,13.0358,0.221472,0.932713,0.926665,,,4.10605,17.7068,16.3255,6.83398,20.1549,0.00692408,2.94795,,4.06627,0.058543,29.2106,9.08885,,,,,,,,,
2020-08,52.8154,96.3277,,11.7064,73.4261,87.2889,,0.174086,54.718,8.11374,103.3149,53.5605,,2.65196,8.47016,80.7946,0.70187,10.5231,10.5204,43.2172,0.150958,44.5547,14.2428,0.252823,0.981379,0.956287,,,4.41927,19.7653,18.0311,7.11838,21.0089,0.00719321,3.3293,,4.34922,0.0617,30.089,9.47421,,,,,,,,,
2020-09,54.2459,98.1813,,11.7852,73.8039,87.8266,,0.175623,56.4379,8.38633,104.6827,54.2237,,2.67537,8.53145,81.6234,0.697118,10.0563,10.7682,43.4396,0.151579,44.852,13.6955,0.247839,1.0025,0.940231,,,4.4469,19.9626,18.127,7.15327,21.117,0.00719135,3.34894,,4.42602,0.0621394,27.7866,9.52296,,,,,,,,,
2020-10,56.1262,101.0729,,12.4057,78.7847,92.4302,,0.181995,58.7946,8.33454,110.8721,57.5365,,2.78337,8.76135,85.4776,0.745749,10.1077,11.5671,46.3712,0.161809,47.2274,13.9883,0.25329,1.06791,0.989419,,,4.64396,20.391,18.9623,7.63418,22.5421,0.00767284,3.4022,,4.65345,0.0673506,30.0739,10.1656,,,,,,,,,
2020-11,55.7706,102.5449,,12.431,79.3323,92.6284,,0.183154,59.532,8.30079,112.0164,58.0849,,2.78971,8.89904,86.5884,0.760361,9.5254,11.8403,46.6935,0.160868,47.3371,13.7274,0.251749,1.06296,0.971067,,,4.65292,20.0532,18.9922,7.66866,22.6988,0.00765682,3.38803,,4.85905,0.0698695,30.0946,10.2329,,,,,,,,,
2020-12,56.2584,101.6507,,12.2622,76.1999,91.2037,,0.179066,58.7011,8.6199,108.6054,56.9761,,2.67321,8.98128,84.4414,0.731566,9.74822,11.5754,44.8499,0.149938,46.6568,14.2587,0.252707,1.02993,0.898313,,,4.41739,20.3623,18.7269,6.72698,21.8025,0.00735449,3.48199,,4.98687,0.0687986,29.4583,9.83085,,,,,,,,,
2021-01,56.9065,100.8477,,12.2032,73.8757,90.7932,,0.175252,57.9599,8.64478,106.401,55.8945,,2.60711,9.01869,83.7973,0.716058,9.99739,11.2956,43.4819,0.141457,46.4218,14.2233,0.248752,1.01108,0.893546,,,4.2951,19.8393,18.6414,6.5218,21.1375,0.00705128,3.46054,,5.04719,0.0679164,28.5234,9.53013,,,,,,,,,
2021-02,58.3333,104.2832,,12.4125,76.2527,92.2963,,0.179782,59.3083,8.83987,109.7017,57.2769,,2.7094,9.11917,85.7254,0.728784,10.3836,11.8024,44.8809,0.146852,47.2007,14.0137,0.257258,1.04515,0.89892,,,4.41533,20.3438,18.9274,6.69177,21.8177,0.00728993,3.54071,,5.02013,0.068132,29.0431,9.8355,,,,,,,,,
2021-03,58.3737,103.8251,,12.1665,74.4373,90.3743,,0.178255,59.0678,8.7339,107.6847,56.1198,,2.66296,8.95713,82.3057,0.70204,10.1546,11.5232,43.8124,0.141047,46.2631,13.458,0.250432,1.01836,0.878764,,,4.26575,20.0397,18.5592,6.53245,21.2982,0.00706335,3.45673,,5.0114,0.0663251,28.5879,9.59664,,,,,,,,,
2021-04,57.6129,104.1299,,11.9428,75.6373,88.7452,,0.177801,60.0439,8.86098,107.1697,56.2526,,2.71942,8.68117,80.3114,0.683665,9.08698,11.5385,44.5187,0.142914,45.4114,13.1012,0.244251,1.03055,0.891882,,,4.17309,19.0484,18.0385,6.63369,21.6416,0.00722076,3.39714,,5.10242,0.067005,28.8483,9.73002,,,,,,,,,
2021-05,58.1546,104.1694,,12.1771,74.8451,90.585,,0.174178,60.9637,9.11001,107.6078,56.3593,,2.69783,8.91024,82.2654,0.68763,9.09407,11.5657,44.0524,0.143761,46.295,14.0201,0.251737,1.01059,0.882325,,,4.22615,19.8433,18.375,6.56248,21.4149,0.00712193,3.50005,,5.20658,0.0672396,29.2398,9.63927,,,,,,,,,
2021-06,56.7022,103.8978,,12.0186,73.2965,89.3778,,0.170912,60.7312,8.75726,105.8893,55.4478,,2.66893,8.8309,81.3953,0.668063,8.64142,11.5219,42.8484,0.140752,45.6989,14.0275,0.256672,1.01027,0.876199,,,4.15985,19.9419,18.1665,6.46639,20.9718,0.00692741,3.50349,,5.3336,0.06615,28.9732,9.44518,,,,,,,,,
2021-07,54.5862,100.6346,,11.6311,72.7234,86.5118,,0.169778,58.5912,8.48482,103.761,54.0855,,2.67074,8.54604,78.8244,0.658309,8.36661,11.2545,42.8036,0.146806,44.2195,14.6714,0.245911,0.977268,0.858689,,,4.03514,19.1342,17.5495,6.37645,20.8078,0.00685727,3.39432,,5.08377,0.0644348,28.749,9.36578,,,,,,,,,
2021-08,54.1154,102.2042,,11.6992,73.1388,86.9913,,0.171891,58.8405,8.3591,104.4049,54.1088,,2.72718,8.55705,80.7182,0.667873,8.69107,11.329,43.0481,0.150569,44.4856,14.3917,0.243407,0.983544,0.862352,,,4.08597,19.0258,17.6843,6.41287,20.9267,0.00688365,3.41379,,5.02248,0.063722,29.2006,9.40982,,,,,,,,,
2021-09,53.6982,100.9479,,11.6542,73.2781,86.666,,0.171752,58.208,8.46246,104.2454,54.5305,,2.72558,8.52388,80.1291,0.667044,8.81976,11.3367,43.1301,0.148622,44.3089,14.1341,0.248818,1.00237,0.864871,,,4.15656,19.0953,17.5584,6.46476,20.9666,0.00687852,3.39423,,5.04066,0.0632946,29.2726,9.41624,,,,,,,,,
2021-10,52.3473,97.6462,,11.3396,72.6642,84.305,,0.170653,57.1349,8.26895,102.7138,53.3981,,2.72887,8.27705,77.8573,0.649483,8.17959,11.2442,42.7688,0.148037,43.1088,13.4173,0.233982,0.978708,0.856132,,,4.12865,18.223,17.0465,6.4106,20.7909,0.00679619,3.30397,,4.80082,0.0613467,29.0065,9.331,,,,,,,,,
2021-11,53.1791,97.2118,,11.0561,70.52,82.2898,,0.16494,57.092,8.43349,99.68,52.4273,,2.68152,8.27544,77.3415,0.620283,7.34384,11.0188,41.5068,0.147624,42.0488,12.4894,0.228154,0.940643,0.831363,,,4.04369,17.7959,16.6168,6.27123,20.1774,0.00660114,3.20516,,4.6173,0.0602954,29.1501,9.06986,,,,,,,,,
2021-12,53.3685,99.8843,,11.4173,74.8926,84.8234,,0.170443,58.5922,8.29817,104.7029,54.7661,,2.74319,8.29578,81.3608,0.661976,5.83507,11.7547,44.0804,0.153902,43.411,13.3684,0.231607,0.997172,0.882884,,,4.2311,18.1796,17.1505,6.63353,21.4285,0.00694284,3.31581,,4.64577,0.0629188,29.4331,9.60211,,,,,,,,,
2022-01,53.9141,100.0573,,11.2956,74.2926,84.0695,,0.169,58.023,8.42568,103.9792,54.8852,,2.72584,8.21512,80.9376,0.645097,5.78432,11.6503,43.7273,0.155164,42.9487,13.0253,0.227476,0.998422,0.875906,,,4.1855,18.296,16.9719,6.58039,21.2568,0.00685504,3.37234,,4.64948,0.0624483,29.1458,9.5264,,,,,,,,,
2022-02,54.57,104.1432,,11.6386,77.4702,86.5032,,0.178379,60.8803,8.65038,107.7401,57.2158,,2.71136,8.25944,83.2297,0.671523,5.81259,12.1789,45.5975,0.160394,44.2839,14.4327,0.241973,1.03701,0.913279,,,4.3039,18.8735,17.5153,6.8588,22.166,0.00716311,3.54214,,4.9814,0.0640771,29.8444,9.93488,,,,,,,,,
2022-03,67.3624,125.0415,,14.0504,93.5589,104.4772,,0.188393,73.2646,10.4927,130.4436,68.8743,,3.10053,9.81669,101.0683,0.809718,6.77806,14.8243,55.067,0.19524,53.4592,18.1182,0.280932,1.23927,1.10069,,,5.08472,22.2151,21.1342,8.28688,26.7694,0.00863067,4.18215,,6.08375,0.0777626,33.9264,11.9737,,,,,,,,,
2022-04,62.5573,109.5586,,12.4297,83.4097,92.493,,0.177349,66.5999,9.54115,115.3056,61.5797,,2.82427,8.93257,90.1921,0.685343,5.68163,13.1569,49.1455,0.172311,47.3085,17.5555,0.250438,1.10055,0.873632,,,4.55169,19.8415,18.6925,6.43593,23.8313,0.00749024,3.78682,,5.70924,0.0686788,28.3398,10.6529,,,,,,,,,
2022-05,50.7677,88.3464,,10.0063,71.0237,74.5589,,0.158362,55.3618,7.52282,95.1675,51.2881,,2.34698,7.2721,73.2959,0.546757,4.80114,10.8518,41.7786,0.156695,38.0742,14.1744,0.199069,0.930508,0.865073,,,3.83177,15.9898,15.1844,5.68417,20.2925,0.00635286,3.03611,,4.47002,0.056552,26.7671,9.06724,,,,,,,,,
2022-06,44.2769,77.9204,,8.9142,61.6069,62.7397,,0.144147,48.655,6.54912,83.1169,44.9784,,2.0778,6.2861,64.0937,0.480553,3.76317,9.40696,36.2394,0.137518,33.9058,13.0487,0.167725,0.793543,0.75582,,,3.23052,14.4255,13.382,5.40411,17.602,0.00559509,2.68346,,3.96301,0.049793,23.9111,7.86505,,,,,,,,,
2022-07,36.1757,63.6502,,7.42381,52.5123,54.6405,,0.11291,40.7768,5.27529,69.9926,37.7298,,1.77865,5.13849,54.9464,0.384339,3.14745,8.28897,30.8896,0.128956,28.237,10.0473,0.138194,0.670945,0.660532,,,2.74623,11.6381,11.0729,4.97379,15.0035,0.00483528,2.23248,,3.23131,0.0404439,20.4623,6.70484,,,,,,,,,
2022-08,42.96,74.2711,,8.33641,61.3101,62.5695,,0.128055,47.7679,6.32545,80.7405,44.476,,1.67551,6.04863,64.3608,0.460978,3.42121,9.21636,36.0648,0.150377,31.7291,11.7574,0.155051,0.767238,0.737131,,,3.17146,13.1901,12.6642,5.97192,17.5172,0.0056206,2.52346,,3.71381,0.0471943,23.4276,7.82416,,,,,,,,,
2022-09,41.5767,70.0635,,8.12673,60.2386,60.2141,,0.128687,46.0681,6.05754,78.5638,43.1818,,1.63195,5.64635,61.6504,0.434591,3.31324,8.72611,35.4345,0.148822,30.9043,11.9016,0.148415,0.754939,0.74646,,,3.10957,12.7419,12.3675,5.8774,17.211,0.0055113,2.45892,,3.53824,0.0450348,23.5804,7.6884,,,,,,,,,
2022-10,35.9552,61.0166,,7.21746,55.2987,52.7379,,0.115957,40.3434,5.11102,70.5545,38.5626,,1.4978,4.9717,56.6469,0.382055,2.98581,8.15532,32.5286,0.136321,27.4422,10.257,0.129031,0.683404,0.689707,,,2.82829,11.1216,10.957,5.41083,15.7996,0.00502076,2.17369,,3.0904,0.038665,22.2952,7.05701,,,,,,,,,
2022-11,39.5619,71.4333,,8.23957,61.6229,61.1196,,0.131955,45.261,5.93452,79.2113,43.667,,1.6685,5.60621,61.6722,0.415697,3.3122,8.39469,36.2488,0.15585,31.3523,11.5286,0.148682,0.743682,0.73796,,,3.18802,12.9776,12.4523,6.03271,17.6065,0.00551165,2.52098,,3.36599,0.0432654,24.8851,7.86508,,,,,,,,,
2022-12,40.7776,73.0685,,8.48612,60.8803,63.0504,,0.129967,44.8375,6.14537,80.0119,44.3669,,1.64844,5.76562,64.0441,0.438619,3.26772,8.53746,35.8119,0.154178,32.2664,11.471,0.154699,0.744108,0.720919,,,3.14242,13.5223,12.8486,5.96281,17.3944,0.00542945,2.59319,,3.58655,0.0461634,25.0279,7.8182,,,,,,,,,
2023-01,47.6537,84.7919,,10.0722,70.3375,75.6553,,0.152583,51.8828,7.1511,93.608,52.3111,,1.91387,6.73918,76.1805,0.530609,3.75865,9.89492,41.375,0.178717,38.2977,13.4813,0.187227,0.848785,0.820933,,,3.67146,16.0496,15.1766,6.89421,20.0964,0.00626589,3.09611,,4.14162,0.0556248,25.7044,9.03965,,,,,,,,,
2023-02,49.6231,87.2935,,10.3363,70.5174,76.3004,,0.153325,52.7983,7.01624,95.3184,53.658,,1.90963,6.77056,76.0952,0.540736,3.75001,10.4259,41.4808,0.178223,39.3095,13.8389,0.196329,0.864163,0.818542,,,3.75842,16.2262,15.5099,6.85167,20.1478,0.0062396,3.22292,,4.04672,0.0572428,26.3676,9.01296,0.00298689,26.701,19.1989,2.34925,0.00470775,19.3729,45.6107,2.15228,0.651198
2023-03,50.4031,90.104,,10.6203,74.8932,79.5134,,0.166748,55.1781,7.24439,99.3301,55.5588,,2.03132,7.20792,79.852,0.549514,3.96676,10.7467,44.0548,0.192359,40.4129,14.4145,0.209088,0.904986,0.856706,,,3.96712,16.8557,16.1491,6.86093,21.3981,0.006616,3.34643,,4.0526,0.0566257,26.7304,9.5588,0.00316754,28.5069,20.3908,2.44617,0.00490331,20.5751,46.1866,2.13194,0.676032
2023-04,51.8994,95.7262,,11.2996,77.3233,84.1116,,0.172577,57.1369,7.38572,104.054,58.2693,,2.09349,7.46804,84.3864,0.579288,4.03499,11.2411,45.4843,0.199041,43.0363,15.0872,0.221018,0.94024,0.884504,,,4.20103,18.006,17.008,7.08504,22.0924,0.00676304,3.57432,,4.34062,0.0593927,27.0949,9.86707,0.00327641,30.1997,21.053,2.50251,0.00513367,21.2427,48.5204,2.26922,0.718891
2023-05,53.2166,100.5883,,11.9266,80.5093,88.3712,,0.176474,59.1458,7.49677,108.7761,60.3518,,2.18067,7.82517,89.8541,0.600592,4.14403,11.5659,47.3584,0.208228,45.4521,16.0547,0.237246,0.979978,0.919896,,,4.46889,19.2897,17.9248,7.37629,23.0027,0.00706827,3.78209,,4.36831,0.0601849,27.5198,10.2743,0.00340578,32.2153,21.9246,2.60588,0.00545789,22.1179,49.5615,2.36008,0.756268
2023-06,52.6057,100.5219,,11.6828,80.9942,86.5009,,0.181163,59.5633,7.20711,107.7936,59.8229,,2.19394,7.476,88.8679,0.579358,3.98423,11.3697,47.6436,0.209493,44.4925,16.0099,0.232709,0.979129,0.924697,,,4.5518,19.0777,17.3949,7.42133,23.1412,0.00710112,3.66888,,4.0957,0.0610264,27.7339,10.3573,0.00341546,31.249,22.0518,2.62132,0.0054108,22.2512,48.7423,2.33362,0.738775
2023-07,58.5989,111.5234,,12.9807,88.3844,96.0195,,0.194624,66.68,8.20501,117.8942,65.1947,,2.39331,8.14535,98.2049,0.610052,3.4196,12.1588,51.9908,0.22894,49.4292,18.1932,0.258132,1.07719,1.01357,,,4.83572,21.6427,19.319,8.09826,25.2527,0.00769355,4.07884,,4.67057,0.0670748,29.1515,11.298,0.00371363,33.7641,24.0633,2.86062,0.0058821,24.2814,53.6935,2.48498,0.819759
2023-08,61.202,117.8243,,13.5311,91.5923,100.9428,,0.205511,69.2203,9.04669,123.013,68.7733,,2.48005,8.70442,105.1939,0.64996,3.39687,12.7949,53.8778,0.2372,51.5606,19.3846,0.262337,1.11801,1.0443,,,5.11938,22.9078,20.4849,8.38788,26.1692,0.00789577,4.22182,,5.17129,0.0718596,30.1846,11.7652,0.00385522,34.6507,24.9366,2.96456,0.00607255,25.1627,56.5216,2.67637,0.860177
2023-09,62.4729,122.6048,,14.0706,96.3344,104.9407,,0.208769,71.1743,9.05782,128.1382,71.343,,2.61303,8.86502,109.3715,0.659508,3.62155,13.1943,56.6673,0.249713,53.6174,19.8015,0.275737,1.16696,1.09156,,,5.39045,23.4464,21.1999,8.78771,27.5241,0.00796813,4.35449,,5.15516,0.0728812,29.8332,12.3032,0.00401778,36.6402,26.2277,3.11821,0.00632157,26.4655,57.4924,2.75925,0.897424
2023-10,62.9104,118.8265,,13.7698,97.4147,103.1631,,0.20398,72.1965,9.17717,127.7418,71.3765,,2.63752,8.98552,107.0844,0.651865,3.55529,13.3587,57.3028,0.247623,52.492,19.3007,0.264168,1.17441,1.09813,,,5.36563,22.3367,20.7867,8.89072,27.8328,0.00800116,4.19638,,5.18605,0.0721965,29.6535,12.4619,0.00404395,36.3054,26.5218,3.15324,0.00627429,26.7623,58.1176,2.65326,0.879562
2023-11,58.3975,111.8627,,13.0749,92.0226,97.9345,,0.195017,66.524,8.26501,120.706,67.3221,,2.53715,8.27482,103.095,0.615742,3.25977,12.5339,54.1309,0.228344,49.8957,18.3784,0.256666,1.10649,1.03027,,,5.06872,22.0831,19.7537,8.39898,26.2922,0.00753097,3.97026,,4.8944,0.0681397,29.1027,11.7842,0.00382043,34.022,25.0538,2.97873,0.00578177,25.2809,53.7228,2.55761,0.832523
2023-12,58.8892,112.4724,,13.05,88.5819,96.8827,,0.192964,65.1817,8.31935,118.3915,66.5229,,2.43523,8.56162,101.248,0.60268,3.06665,12.3927,52.107,0.219997,49.7511,18.1038,0.255,1.06268,0.993468,,,4.96438,22.2512,19.5489,8.08834,25.3091,0.0072135,4.01023,,4.72871,0.0686681,28.4829,11.361,0.00370775,32.6521,24.1203,2.86723,0.00575805,24.3357,54.655,2.53493,0.829455
2024-01,61.3468,114.532,,13.3717,89.6883,99.1919,,0.197708,67.884,8.85059,120.3321,68.0178,,2.36131,9.03042,106.7591,0.633302,3.04815,12.5762,52.7578,0.221567,50.9651,18.5268,0.258886,1.07735,1.00677,,,5.15266,22.7925,19.9494,8.18712,25.6252,0.00726882,4.03293,,4.82647,0.0696338,28.2261,11.5014,0.00375799,33.3042,24.4216,2.90317,0.00581787,24.6396,56.8624,2.62068,0.847178
2024-02,58.9476,113.5732,,13.0466,89.6678,97.1149,,0.200075,66.8315,8.57745,119.2689,66.8714,,2.36749,8.60874,103.9145,0.607917,2.95615,12.458,52.7458,0.222115,49.7243,18.0654,0.251989,1.07844,1.00389,,,5.0547,22.3415,19.5091,8.18197,25.6194,0.00721379,3.91443,,4.79345,0.067187,28.1426,11.4885,0.00373756,33.4245,24.416,2.90254,0.00567661,24.634,54.9933,2.53077,0.828146
2024-03,59.2201,114.9428,,13.1719,90.8423,98.5447,,0.201286,66.9238,8.56179,120.4932,67.5608,,2.37759,8.77254,103.4533,0.603203,2.91646,12.5675,53.4366,0.224768,50.1999,18.332,0.250254,1.09549,1.0159,,,5.09563,22.823,19.8246,8.29247,25.9549,0.00727615,3.87519,,4.72755,0.0682255,28.2303,11.6271,0.00378478,34.1435,24.7358,2.94042,0.0057961,24.9567,55.3366,2.52791,0.839991
2024-04,60.3335,116.649,,13.3951,92.366,99.5299,,0.206105,68.1668,8.55154,122.2399,68.5411,,2.35499,8.66437,101.9267,0.610684,2.86063,12.671,54.3329,0.234861,51.056,18.4884,0.251452,1.10785,1.03236,,,5.23471,23.1575,20.0456,8.4344,26.3903,0.00731897,3.94507,,4.86326,0.0685615,28.4002,11.8236,0.0038481,34.2375,25.1507,1.94877,0.00582641,25.3753,55.3365,2.53405,0.849845
2024-05,60.0144,114.6229,,13.1861,91.7791,98.027,,0.207013,67.1489,8.33355,120.9217,67.4598,,2.31355,8.40073,100.7012,0.589726,2.82555,12.5657,53.9877,0.236495,50.2764,17.9323,0.2509,1.10127,1.03347,,,5.14131,22.8051,19.7915,8.39753,26.2226,0.00726088,3.90865,,4.83315,0.0667339,28.3803,11.744,0.00378533,34.2971,24.9909,1.91605,0.00566258,25.214,54.76,2.48058,0.840055
2024-06,59.8601,114.895,,13.0762,90.1915,97.7908,,0.202773,65.9391,8.55147,119.2873,66.7739,,2.22695,8.48229,99.5601,0.575752,2.79421,12.4028,53.0538,0.232824,49.8725,17.3549,0.250929,1.08275,1.02841,,,5.09617,22.8976,19.6504,8.38102,25.769,0.00714681,3.93763,,4.78373,0.0651437,28.1128,11.5571,0.00371755,32.2481,24.5586,1.90754,0.00554922,24.7779,55.2152,2.45412,0.83351
2024-07,56.7995,108.4798,,12.2971,85.748,92.4184,,0.184198,62.6355,8.0467,112.7595,63.1196,,2.11528,8.08927,95.3073,0.532762,2.6086,11.5756,50.44,0.220909,46.8937,15.5267,0.232128,1.0275,0.991932,,,4.78272,21.2669,18.4448,8.04104,24.4994,0.0068297,3.66664,,4.70786,0.0622852,27.0823,11.0004,0.00353454,30.2708,23.3487,1.78529,0.00522185,23.5571,52.1305,2.32707,0.78291
